start,end,start_lat,start_long,end_lat,end_long,cost
Z3,A3,38.3505,117.5187,-37.0957,142.2138,0.31
Z4,A3,38.3505,117.5187,-45.0244,168.6218,0.1
Z5,A3,38.3505,117.5187,-31.9787,117.1119,0.84
Z6,A3,38.3505,117.5187,-22.1268,115.4265,0.19
Z7,A3,38.3505,117.5187,-12.7481,133.5319,0.04
N1,A4,26.3621,103.8708,38.9603,-67.7183,0.14
N2,A4,26.3621,103.8708,33.6701,-79.1441,0.29
N3,A4,26.3621,103.8708,21.3022,-90.1044,0.68
N4,A4,26.3621,103.8708,31.8968,-103.4019,0.77
N5,A4,26.3621,103.8708,53.2547,-124.4917,0.31
N6,A4,26.3621,103.8708,54.6989,-129.2372,0.14
N7,A4,26.3621,103.8708,62.1652,-153.9344,0.38
N8,A4,26.3621,103.8708,24.2271,-157.2241,0.81
N9,A4,26.3621,103.8708,22.5729,-105.1789,0.31
N10,A4,26.3621,103.8708,59.0741,136.9953,0.17
S1,A4,26.3621,103.8708,8.9915,-67.2331,0.44
S2,A4,26.3621,103.8708,-5.1621,-42.1811,0.21
S3,A4,26.3621,103.8708,-21.3756,-49.9622,0.1
S4,A4,26.3621,103.8708,-43.7592,-65.5599,0.07
S5,A4,26.3621,103.8708,-35.8045,-71.5364,0.18
S6,A4,26.3621,103.8708,-6.9267,-75.2371,0.85
S7,A4,26.3621,103.8708,7.6532,-76.2382,0.42
S8,A4,26.3621,103.8708,-32.5658,-52.7961,0.15
E1,A4,26.3621,103.8708,47.4901,14.1276,0.52
E2,A4,26.3621,103.8708,54.9682,27.7502,0.19
E3,A4,26.3621,103.8708,58.8052,15.9729,0.2
E4,A4,26.3621,103.8708,50.0536,2.4377,0.41
E5,A4,26.3621,103.8708,39.2195,-3.3631,0.58
E6,A4,26.3621,103.8708,35.9945,9.5282,0.81
E7,A4,26.3621,103.8708,44.9363,26.0808,0.6
E8,A4,26.3621,103.8708,69.8863,-27.0051,0.97
E9,A4,26.3621,103.8708,66.0731,-40.7161,0.6
E10,A4,26.3621,103.8708,69.7711,22.6141,0.87
E11,A4,26.3621,103.8708,64.3111,-17.1125,0.77
M1,A4,26.3621,103.8708,29.9007,25.0417,0.23
M2,A4,26.3621,103.8708,20.0666,35.6046,0.88
M3,A4,26.3621,103.8708,17.4034,45.7999,0.13
M4,A4,26.3621,103.8708,-2.0396,38.0496,0.84
M5,A4,26.3621,103.8708,-21.8787,33.8308,0.7
M6,A4,26.3621,103.8708,-32.6365,23.2839,0.66
M7,A4,26.3621,103.8708,2.0002,13.0886,0.58
M8,A4,26.3621,103.8708,10.2101,-7.1261,0.12
M9,A4,26.3621,103.8708,21.0261,-8.708,0.58
M10,A4,26.3621,103.8708,30.8108,-4.4894,0.71
M11,A4,26.3621,103.8708,-10.6827,14.1675,0.9
M12,A4,26.3621,103.8708,-11.5451,40.3679,0.14
M13,A4,26.3621,103.8708,9.7734,49.8601,0.64
K1,A4,26.3621,103.8708,23.8158,53.8859,0.76
K2,A4,26.3621,103.8708,-19.8441,46.3005,0.18
K3,A4,26.3621,103.8708,26.7254,36.3249,0.06
K4,A4,26.3621,103.8708,25.4625,63.0436,0.51
K5,A4,26.3621,103.8708,30.4292,48.9811,0.27
A1,A4,26.3621,103.8708,44.7861,142.4796,0.06
A2,A4,26.3621,103.8708,41.8452,129.8234,0.31
A3,A4,26.3621,103.8708,38.3505,117.5187,0.7
A5,A4,26.3621,103.8708,20.2081,103.6321,0.64
A6,A4,26.3621,103.8708,12.3081,80.0773,0.62
A7,A4,26.3621,103.8708,19.2389,73.3796,0.33
A8,A4,26.3621,103.8708,50.8332,140.3611,0.33
A9,A4,26.3621,103.8708,16.4459,95.0096,0.97
A10,A4,26.3621,103.8708,21.7588,88.1451,0.07
A11,A4,26.3621,103.8708,15.2623,120.4979,0.34
A12,A4,26.3621,103.8708,6.8166,125.2493,0.81
A13,A4,26.3621,103.8708,-4.4128,144.0525,0.09
A14,A4,26.3621,103.8708,31.1841,130.6932,0.25
Z1,A4,26.3621,103.8708,-21.5409,147.7123,0.44
Z2,A4,26.3621,103.8708,-29.5135,152.1351,0.9
Z3,A4,26.3621,103.8708,-37.0957,142.2138,0.22
Z4,A4,26.3621,103.8708,-45.0244,168.6218,0.08
Z5,A4,26.3621,103.8708,-31.9787,117.1119,0.51
Z6,A4,26.3621,103.8708,-22.1268,115.4265,0.44
Z7,A4,26.3621,103.8708,-12.7481,133.5319,0.29
N1,A5,20.2081,103.6321,38.9603,-67.7183,0.58
N2,A5,20.2081,103.6321,33.6701,-79.1441,0.73
N3,A5,20.2081,103.6321,21.3022,-90.1044,0.09
N4,A5,20.2081,103.6321,31.8968,-103.4019,0.33
N5,A5,20.2081,103.6321,53.2547,-124.4917,0.59
N6,A5,20.2081,103.6321,54.6989,-129.2372,0.07
N7,A5,20.2081,103.6321,62.1652,-153.9344,0.51
N8,A5,20.2081,103.6321,24.2271,-157.2241,0.6
N9,A5,20.2081,103.6321,22.5729,-105.1789,0.2
N10,A5,20.2081,103.6321,59.0741,136.9953,0.55
S1,A5,20.2081,103.6321,8.9915,-67.2331,0.77
S2,A5,20.2081,103.6321,-5.1621,-42.1811,0.31
S3,A5,20.2081,103.6321,-21.3756,-49.9622,0.95
S4,A5,20.2081,103.6321,-43.7592,-65.5599,0.33
S5,A5,20.2081,103.6321,-35.8045,-71.5364,0.42
S6,A5,20.2081,103.6321,-6.9267,-75.2371,0.58
S7,A5,20.2081,103.6321,7.6532,-76.2382,0.04
S8,A5,20.2081,103.6321,-32.5658,-52.7961,0.95
E1,A5,20.2081,103.6321,47.4901,14.1276,0.66
E2,A5,20.2081,103.6321,54.9682,27.7502,0.57
E3,A5,20.2081,103.6321,58.8052,15.9729,0.55
E4,A5,20.2081,103.6321,50.0536,2.4377,0.02
E5,A5,20.2081,103.6321,39.2195,-3.3631,0.94
E6,A5,20.2081,103.6321,35.9945,9.5282,0.27
E7,A5,20.2081,103.6321,44.9363,26.0808,0.26
E8,A5,20.2081,103.6321,69.8863,-27.0051,0.05
E9,A5,20.2081,103.6321,66.0731,-40.7161,0.28
E10,A5,20.2081,103.6321,69.7711,22.6141,0.14
E11,A5,20.2081,103.6321,64.3111,-17.1125,0.36
M1,A5,20.2081,103.6321,29.9007,25.0417,0.69
M2,A5,20.2081,103.6321,20.0666,35.6046,0.19
M3,A5,20.2081,103.6321,17.4034,45.7999,0.51
M4,A5,20.2081,103.6321,-2.0396,38.0496,0.25
M5,A5,20.2081,103.6321,-21.8787,33.8308,0.98
M6,A5,20.2081,103.6321,-32.6365,23.2839,0.36
M7,A5,20.2081,103.6321,2.0002,13.0886,0.63
M8,A5,20.2081,103.6321,10.2101,-7.1261,0.82
M9,A5,20.2081,103.6321,21.0261,-8.708,0.41
M10,A5,20.2081,103.6321,30.8108,-4.4894,0.07
M11,A5,20.2081,103.6321,-10.6827,14.1675,0.77
M12,A5,20.2081,103.6321,-11.5451,40.3679,0.28
M13,A5,20.2081,103.6321,9.7734,49.8601,0.51
K1,A5,20.2081,103.6321,23.8158,53.8859,0.59
K2,A5,20.2081,103.6321,-19.8441,46.3005,0.78
K3,A5,20.2081,103.6321,26.7254,36.3249,0.79
K4,A5,20.2081,103.6321,25.4625,63.0436,0.04
K5,A5,20.2081,103.6321,30.4292,48.9811,0.73
A1,A5,20.2081,103.6321,44.7861,142.4796,0.94
A2,A5,20.2081,103.6321,41.8452,129.8234,0.83
A3,A5,20.2081,103.6321,38.3505,117.5187,0.35
A4,A5,20.2081,103.6321,26.3621,103.8708,0.69
A6,A5,20.2081,103.6321,12.3081,80.0773,0.32
A7,A5,20.2081,103.6321,19.2389,73.3796,0.25
A8,A5,20.2081,103.6321,50.8332,140.3611,0.44
A9,A5,20.2081,103.6321,16.4459,95.0096,0.56
A10,A5,20.2081,103.6321,21.7588,88.1451,0.47
A11,A5,20.2081,103.6321,15.2623,120.4979,0.82
A12,A5,20.2081,103.6321,6.8166,125.2493,0.95
A13,A5,20.2081,103.6321,-4.4128,144.0525,0.58
A14,A5,20.2081,103.6321,31.1841,130.6932,0.9
Z1,A5,20.2081,103.6321,-21.5409,147.7123,0.59
Z2,A5,20.2081,103.6321,-29.5135,152.1351,0.66
Z3,A5,20.2081,103.6321,-37.0957,142.2138,0.69
Z4,A5,20.2081,103.6321,-45.0244,168.6218,0.68
Z5,A5,20.2081,103.6321,-31.9787,117.1119,0.19
Z6,A5,20.2081,103.6321,-22.1268,115.4265,0.21
Z7,A5,20.2081,103.6321,-12.7481,133.5319,0.74
N1,A6,12.3081,80.0773,38.9603,-67.7183,0.56
N2,A6,12.3081,80.0773,33.6701,-79.1441,0.7
N3,A6,12.3081,80.0773,21.3022,-90.1044,0.07
N4,A6,12.3081,80.0773,31.8968,-103.4019,0.28
N5,A6,12.3081,80.0773,53.2547,-124.4917,0.48
N6,A6,12.3081,80.0773,54.6989,-129.2372,0.59
N7,A6,12.3081,80.0773,62.1652,-153.9344,0.58
N8,A6,12.3081,80.0773,24.2271,-157.2241,0.69
N9,A6,12.3081,80.0773,22.5729,-105.1789,0
N10,A6,12.3081,80.0773,59.0741,136.9953,0.46
S1,A6,12.3081,80.0773,8.9915,-67.2331,0.76
S2,A6,12.3081,80.0773,-5.1621,-42.1811,0.01
S3,A6,12.3081,80.0773,-21.3756,-49.9622,0.28
S4,A6,12.3081,80.0773,-43.7592,-65.5599,0.6
S5,A6,12.3081,80.0773,-35.8045,-71.5364,0.17
S6,A6,12.3081,80.0773,-6.9267,-75.2371,0.88
S7,A6,12.3081,80.0773,7.6532,-76.2382,0.75
S8,A6,12.3081,80.0773,-32.5658,-52.7961,0.45
E1,A6,12.3081,80.0773,47.4901,14.1276,0.1
E2,A6,12.3081,80.0773,54.9682,27.7502,0.88
E3,A6,12.3081,80.0773,58.8052,15.9729,0.15
E4,A6,12.3081,80.0773,50.0536,2.4377,0.69
E5,A6,12.3081,80.0773,39.2195,-3.3631,0.27
E6,A6,12.3081,80.0773,35.9945,9.5282,0.56
E7,A6,12.3081,80.0773,44.9363,26.0808,0.35
E8,A6,12.3081,80.0773,69.8863,-27.0051,0.05
E9,A6,12.3081,80.0773,66.0731,-40.7161,0.78
E10,A6,12.3081,80.0773,69.7711,22.6141,0.41
E11,A6,12.3081,80.0773,64.3111,-17.1125,0.36
M1,A6,12.3081,80.0773,29.9007,25.0417,0.52
M2,A6,12.3081,80.0773,20.0666,35.6046,0.11
M3,A6,12.3081,80.0773,17.4034,45.7999,0.24
M4,A6,12.3081,80.0773,-2.0396,38.0496,0.39
M5,A6,12.3081,80.0773,-21.8787,33.8308,0.68
M6,A6,12.3081,80.0773,-32.6365,23.2839,0.01
M7,A6,12.3081,80.0773,2.0002,13.0886,0.48
M8,A6,12.3081,80.0773,10.2101,-7.1261,0.26
M9,A6,12.3081,80.0773,21.0261,-8.708,0.57
M10,A6,12.3081,80.0773,30.8108,-4.4894,0.23
M11,A6,12.3081,80.0773,-10.6827,14.1675,0.56
M12,A6,12.3081,80.0773,-11.5451,40.3679,0.64
M13,A6,12.3081,80.0773,9.7734,49.8601,0.89
K1,A6,12.3081,80.0773,23.8158,53.8859,0.8
K2,A6,12.3081,80.0773,-19.8441,46.3005,0.5
K3,A6,12.3081,80.0773,26.7254,36.3249,0.99
K4,A6,12.3081,80.0773,25.4625,63.0436,0.73
K5,A6,12.3081,80.0773,30.4292,48.9811,0.3
A1,A6,12.3081,80.0773,44.7861,142.4796,0.67
A2,A6,12.3081,80.0773,41.8452,129.8234,0.44
A3,A6,12.3081,80.0773,38.3505,117.5187,0.94
A4,A6,12.3081,80.0773,26.3621,103.8708,0.05
A5,A6,12.3081,80.0773,20.2081,103.6321,0.21
A7,A6,12.3081,80.0773,19.2389,73.3796,0.61
A8,A6,12.3081,80.0773,50.8332,140.3611,0.04
A9,A6,12.3081,80.0773,16.4459,95.0096,0.66
A10,A6,12.3081,80.0773,21.7588,88.1451,0.03
A11,A6,12.3081,80.0773,15.2623,120.4979,0.55
A12,A6,12.3081,80.0773,6.8166,125.2493,0.28
A13,A6,12.3081,80.0773,-4.4128,144.0525,0.76
A14,A6,12.3081,80.0773,31.1841,130.6932,0.54
Z1,A6,12.3081,80.0773,-21.5409,147.7123,0.64
Z2,A6,12.3081,80.0773,-29.5135,152.1351,0.08
Z3,A6,12.3081,80.0773,-37.0957,142.2138,0.91
Z4,A6,12.3081,80.0773,-45.0244,168.6218,0.05
Z5,A6,12.3081,80.0773,-31.9787,117.1119,0.65
Z6,A6,12.3081,80.0773,-22.1268,115.4265,0.36
Z7,A6,12.3081,80.0773,-12.7481,133.5319,0.86
N1,A7,19.2389,73.3796,38.9603,-67.7183,0.37
N2,A7,19.2389,73.3796,33.6701,-79.1441,0.64
N3,A7,19.2389,73.3796,21.3022,-90.1044,0.02
N4,A7,19.2389,73.3796,31.8968,-103.4019,0.44
N5,A7,19.2389,73.3796,53.2547,-124.4917,0.8
N6,A7,19.2389,73.3796,54.6989,-129.2372,0.65
N7,A7,19.2389,73.3796,62.1652,-153.9344,0.98
N8,A7,19.2389,73.3796,24.2271,-157.2241,0.25
N9,A7,19.2389,73.3796,22.5729,-105.1789,0.95
N10,A7,19.2389,73.3796,59.0741,136.9953,0.17
S1,A7,19.2389,73.3796,8.9915,-67.2331,0.16
S2,A7,19.2389,73.3796,-5.1621,-42.1811,0.43
S3,A7,19.2389,73.3796,-21.3756,-49.9622,0.84
S4,A7,19.2389,73.3796,-43.7592,-65.5599,0.07
S5,A7,19.2389,73.3796,-35.8045,-71.5364,0.67
S6,A7,19.2389,73.3796,-6.9267,-75.2371,0.14
S7,A7,19.2389,73.3796,7.6532,-76.2382,0.84
S8,A7,19.2389,73.3796,-32.5658,-52.7961,0.03
E1,A7,19.2389,73.3796,47.4901,14.1276,0.2
E2,A7,19.2389,73.3796,54.9682,27.7502,0.6
E3,A7,19.2389,73.3796,58.8052,15.9729,0.83
E4,A7,19.2389,73.3796,50.0536,2.4377,0.53
E5,A7,19.2389,73.3796,39.2195,-3.3631,0.32
E6,A7,19.2389,73.3796,35.9945,9.5282,0.69
E7,A7,19.2389,73.3796,44.9363,26.0808,0.28
E8,A7,19.2389,73.3796,69.8863,-27.0051,0.24
E9,A7,19.2389,73.3796,66.0731,-40.7161,0.47
E10,A7,19.2389,73.3796,69.7711,22.6141,0.46
E11,A7,19.2389,73.3796,64.3111,-17.1125,0.3
M1,A7,19.2389,73.3796,29.9007,25.0417,0.4
M2,A7,19.2389,73.3796,20.0666,35.6046,0.68
M3,A7,19.2389,73.3796,17.4034,45.7999,0.63
M4,A7,19.2389,73.3796,-2.0396,38.0496,0.42
M5,A7,19.2389,73.3796,-21.8787,33.8308,0.8
M6,A7,19.2389,73.3796,-32.6365,23.2839,0.39
M7,A7,19.2389,73.3796,2.0002,13.0886,0.56
M8,A7,19.2389,73.3796,10.2101,-7.1261,0.31
M9,A7,19.2389,73.3796,21.0261,-8.708,0.64
M10,A7,19.2389,73.3796,30.8108,-4.4894,0.4
M11,A7,19.2389,73.3796,-10.6827,14.1675,0.85
M12,A7,19.2389,73.3796,-11.5451,40.3679,0.91
M13,A7,19.2389,73.3796,9.7734,49.8601,0.14
K1,A7,19.2389,73.3796,23.8158,53.8859,0.41
K2,A7,19.2389,73.3796,-19.8441,46.3005,0.53
K3,A7,19.2389,73.3796,26.7254,36.3249,0.9
K4,A7,19.2389,73.3796,25.4625,63.0436,0.63
K5,A7,19.2389,73.3796,30.4292,48.9811,0.89
A1,A7,19.2389,73.3796,44.7861,142.4796,0.95
A2,A7,19.2389,73.3796,41.8452,129.8234,0.06
A3,A7,19.2389,73.3796,38.3505,117.5187,0.04
A4,A7,19.2389,73.3796,26.3621,103.8708,0.41
A5,A7,19.2389,73.3796,20.2081,103.6321,0.6
A6,A7,19.2389,73.3796,12.3081,80.0773,0.41
A8,A7,19.2389,73.3796,50.8332,140.3611,0.17
A9,A7,19.2389,73.3796,16.4459,95.0096,0.42
A10,A7,19.2389,73.3796,21.7588,88.1451,0.02
A11,A7,19.2389,73.3796,15.2623,120.4979,0.63
A12,A7,19.2389,73.3796,6.8166,125.2493,0.99
A13,A7,19.2389,73.3796,-4.4128,144.0525,0.07
A14,A7,19.2389,73.3796,31.1841,130.6932,0.68
Z1,A7,19.2389,73.3796,-21.5409,147.7123,0.97
Z2,A7,19.2389,73.3796,-29.5135,152.1351,0.01
Z3,A7,19.2389,73.3796,-37.0957,142.2138,0.77
Z4,A7,19.2389,73.3796,-45.0244,168.6218,0.32
Z5,A7,19.2389,73.3796,-31.9787,117.1119,0.04
Z6,A7,19.2389,73.3796,-22.1268,115.4265,0.54
Z7,A7,19.2389,73.3796,-12.7481,133.5319,0.55
N1,A8,50.8332,140.3611,38.9603,-67.7183,0.44
N2,A8,50.8332,140.3611,33.6701,-79.1441,0.05
N3,A8,50.8332,140.3611,21.3022,-90.1044,0.42
N4,A8,50.8332,140.3611,31.8968,-103.4019,0.56
N5,A8,50.8332,140.3611,53.2547,-124.4917,0.82
N6,A8,50.8332,140.3611,54.6989,-129.2372,0.76
N7,A8,50.8332,140.3611,62.1652,-153.9344,0.07
N8,A8,50.8332,140.3611,24.2271,-157.2241,0.1
N9,A8,50.8332,140.3611,22.5729,-105.1789,0.16
N10,A8,50.8332,140.3611,59.0741,136.9953,0.77
S1,A8,50.8332,140.3611,8.9915,-67.2331,0.2
S2,A8,50.8332,140.3611,-5.1621,-42.1811,0.72
S3,A8,50.8332,140.3611,-21.3756,-49.9622,0.18
S4,A8,50.8332,140.3611,-43.7592,-65.5599,0.24
S5,A8,50.8332,140.3611,-35.8045,-71.5364,0.84
S6,A8,50.8332,140.3611,-6.9267,-75.2371,0.76
S7,A8,50.8332,140.3611,7.6532,-76.2382,0.36
S8,A8,50.8332,140.3611,-32.5658,-52.7961,0.82
E1,A8,50.8332,140.3611,47.4901,14.1276,0.66
E2,A8,50.8332,140.3611,54.9682,27.7502,0.01
E3,A8,50.8332,140.3611,58.8052,15.9729,0.57
E4,A8,50.8332,140.3611,50.0536,2.4377,0.58
E5,A8,50.8332,140.3611,39.2195,-3.3631,1
E6,A8,50.8332,140.3611,35.9945,9.5282,0.21
E7,A8,50.8332,140.3611,44.9363,26.0808,0.29
E8,A8,50.8332,140.3611,69.8863,-27.0051,0.75
E9,A8,50.8332,140.3611,66.0731,-40.7161,0.81
E10,A8,50.8332,140.3611,69.7711,22.6141,0.21
E11,A8,50.8332,140.3611,64.3111,-17.1125,0.11
M1,A8,50.8332,140.3611,29.9007,25.0417,0.23
M2,A8,50.8332,140.3611,20.0666,35.6046,0.85
M3,A8,50.8332,140.3611,17.4034,45.7999,0.57
M4,A8,50.8332,140.3611,-2.0396,38.0496,0.04
M5,A8,50.8332,140.3611,-21.8787,33.8308,0.32
M6,A8,50.8332,140.3611,-32.6365,23.2839,0.72
M7,A8,50.8332,140.3611,2.0002,13.0886,0.83
M8,A8,50.8332,140.3611,10.2101,-7.1261,0.56
M9,A8,50.8332,140.3611,21.0261,-8.708,0.54
M10,A8,50.8332,140.3611,30.8108,-4.4894,0.47
M11,A8,50.8332,140.3611,-10.6827,14.1675,0.1
M12,A8,50.8332,140.3611,-11.5451,40.3679,0.92
M13,A8,50.8332,140.3611,9.7734,49.8601,0
K1,A8,50.8332,140.3611,23.8158,53.8859,0.19
K2,A8,50.8332,140.3611,-19.8441,46.3005,0.88
K3,A8,50.8332,140.3611,26.7254,36.3249,0.16
K4,A8,50.8332,140.3611,25.4625,63.0436,0.84
K5,A8,50.8332,140.3611,30.4292,48.9811,0.86
A1,A8,50.8332,140.3611,44.7861,142.4796,0.21
A2,A8,50.8332,140.3611,41.8452,129.8234,0.79
A3,A8,50.8332,140.3611,38.3505,117.5187,0.18
A4,A8,50.8332,140.3611,26.3621,103.8708,0.89
A5,A8,50.8332,140.3611,20.2081,103.6321,0.82
A6,A8,50.8332,140.3611,12.3081,80.0773,0.76
A7,A8,50.8332,140.3611,19.2389,73.3796,0.05
A9,A8,50.8332,140.3611,16.4459,95.0096,0.99
A10,A8,50.8332,140.3611,21.7588,88.1451,0.11
A11,A8,50.8332,140.3611,15.2623,120.4979,0.42
A12,A8,50.8332,140.3611,6.8166,125.2493,0.52
A13,A8,50.8332,140.3611,-4.4128,144.0525,0.54
A14,A8,50.8332,140.3611,31.1841,130.6932,0.29
Z1,A8,50.8332,140.3611,-21.5409,147.7123,0.02
Z2,A8,50.8332,140.3611,-29.5135,152.1351,0.74
Z3,A8,50.8332,140.3611,-37.0957,142.2138,0.35
Z4,A8,50.8332,140.3611,-45.0244,168.6218,0.56
Z5,A8,50.8332,140.3611,-31.9787,117.1119,0.96
Z6,A8,50.8332,140.3611,-22.1268,115.4265,0.91
Z7,A8,50.8332,140.3611,-12.7481,133.5319,0.33
N1,A9,16.4459,95.0096,38.9603,-67.7183,0.15
N2,A9,16.4459,95.0096,33.6701,-79.1441,0.29
N3,A9,16.4459,95.0096,21.3022,-90.1044,0.63
N4,A9,16.4459,95.0096,31.8968,-103.4019,0.59
N5,A9,16.4459,95.0096,53.2547,-124.4917,0.17
N6,A9,16.4459,95.0096,54.6989,-129.2372,0.97
N7,A9,16.4459,95.0096,62.1652,-153.9344,0.46
N8,A9,16.4459,95.0096,24.2271,-157.2241,0.15
N9,A9,16.4459,95.0096,22.5729,-105.1789,0.55
N10,A9,16.4459,95.0096,59.0741,136.9953,0.8
S1,A9,16.4459,95.0096,8.9915,-67.2331,0.2
S2,A9,16.4459,95.0096,-5.1621,-42.1811,0.11
S3,A9,16.4459,95.0096,-21.3756,-49.9622,0.68
S4,A9,16.4459,95.0096,-43.7592,-65.5599,0.72
S5,A9,16.4459,95.0096,-35.8045,-71.5364,0.38
S6,A9,16.4459,95.0096,-6.9267,-75.2371,0.39
S7,A9,16.4459,95.0096,7.6532,-76.2382,0.13
S8,A9,16.4459,95.0096,-32.5658,-52.7961,0.31
E1,A9,16.4459,95.0096,47.4901,14.1276,0.27
E2,A9,16.4459,95.0096,54.9682,27.7502,0.27
E3,A9,16.4459,95.0096,58.8052,15.9729,0.38
E4,A9,16.4459,95.0096,50.0536,2.4377,0.98
E5,A9,16.4459,95.0096,39.2195,-3.3631,0.74
E6,A9,16.4459,95.0096,35.9945,9.5282,0.16
E7,A9,16.4459,95.0096,44.9363,26.0808,0.83
E8,A9,16.4459,95.0096,69.8863,-27.0051,0.91
E9,A9,16.4459,95.0096,66.0731,-40.7161,0.38
E10,A9,16.4459,95.0096,69.7711,22.6141,0.62
E11,A9,16.4459,95.0096,64.3111,-17.1125,0.33
M1,A9,16.4459,95.0096,29.9007,25.0417,0.47
M2,A9,16.4459,95.0096,20.0666,35.6046,0.81
M3,A9,16.4459,95.0096,17.4034,45.7999,0.17
M4,A9,16.4459,95.0096,-2.0396,38.0496,0.08
M5,A9,16.4459,95.0096,-21.8787,33.8308,0.33
M6,A9,16.4459,95.0096,-32.6365,23.2839,0.37
M7,A9,16.4459,95.0096,2.0002,13.0886,0.06
M8,A9,16.4459,95.0096,10.2101,-7.1261,0.99
M9,A9,16.4459,95.0096,21.0261,-8.708,0.97
M10,A9,16.4459,95.0096,30.8108,-4.4894,0.84
M11,A9,16.4459,95.0096,-10.6827,14.1675,0.83
M12,A9,16.4459,95.0096,-11.5451,40.3679,0.97
M13,A9,16.4459,95.0096,9.7734,49.8601,0.86
K1,A9,16.4459,95.0096,23.8158,53.8859,0.59
K2,A9,16.4459,95.0096,-19.8441,46.3005,0.34
K3,A9,16.4459,95.0096,26.7254,36.3249,0.03
K4,A9,16.4459,95.0096,25.4625,63.0436,0.99
K5,A9,16.4459,95.0096,30.4292,48.9811,0.03
A1,A9,16.4459,95.0096,44.7861,142.4796,0.31
A2,A9,16.4459,95.0096,41.8452,129.8234,0.43
A3,A9,16.4459,95.0096,38.3505,117.5187,0
A4,A9,16.4459,95.0096,26.3621,103.8708,0.32
A5,A9,16.4459,95.0096,20.2081,103.6321,0.69
A6,A9,16.4459,95.0096,12.3081,80.0773,0.82
A7,A9,16.4459,95.0096,19.2389,73.3796,0.58
A8,A9,16.4459,95.0096,50.8332,140.3611,0.34
A10,A9,16.4459,95.0096,21.7588,88.1451,0.27
A11,A9,16.4459,95.0096,15.2623,120.4979,0.8
A12,A9,16.4459,95.0096,6.8166,125.2493,0.85
A13,A9,16.4459,95.0096,-4.4128,144.0525,0.3
A14,A9,16.4459,95.0096,31.1841,130.6932,0.73
Z1,A9,16.4459,95.0096,-21.5409,147.7123,0.61
Z2,A9,16.4459,95.0096,-29.5135,152.1351,0.25
Z3,A9,16.4459,95.0096,-37.0957,142.2138,0.51
Z4,A9,16.4459,95.0096,-45.0244,168.6218,0.96
Z5,A9,16.4459,95.0096,-31.9787,117.1119,0.65
Z6,A9,16.4459,95.0096,-22.1268,115.4265,0.33
Z7,A9,16.4459,95.0096,-12.7481,133.5319,0.99
N1,A10,21.7588,88.1451,38.9603,-67.7183,0.29
N2,A10,21.7588,88.1451,33.6701,-79.1441,0.21
N3,A10,21.7588,88.1451,21.3022,-90.1044,0.5
N4,A10,21.7588,88.1451,31.8968,-103.4019,0.94
N5,A10,21.7588,88.1451,53.2547,-124.4917,0.13
N6,A10,21.7588,88.1451,54.6989,-129.2372,0.47
N7,A10,21.7588,88.1451,62.1652,-153.9344,0.43
N8,A10,21.7588,88.1451,24.2271,-157.2241,0.69
N9,A10,21.7588,88.1451,22.5729,-105.1789,0.46
N10,A10,21.7588,88.1451,59.0741,136.9953,0.74
S1,A10,21.7588,88.1451,8.9915,-67.2331,0.45
S2,A10,21.7588,88.1451,-5.1621,-42.1811,0.24
S3,A10,21.7588,88.1451,-21.3756,-49.9622,0.82
S4,A10,21.7588,88.1451,-43.7592,-65.5599,0.98
S5,A10,21.7588,88.1451,-35.8045,-71.5364,0.32
S6,A10,21.7588,88.1451,-6.9267,-75.2371,0.26
S7,A10,21.7588,88.1451,7.6532,-76.2382,0.59
S8,A10,21.7588,88.1451,-32.5658,-52.7961,0.07
E1,A10,21.7588,88.1451,47.4901,14.1276,0.48
E2,A10,21.7588,88.1451,54.9682,27.7502,0.8
E3,A10,21.7588,88.1451,58.8052,15.9729,0.9
E4,A10,21.7588,88.1451,50.0536,2.4377,0.12
E5,A10,21.7588,88.1451,39.2195,-3.3631,0.9
E6,A10,21.7588,88.1451,35.9945,9.5282,0.34
E7,A10,21.7588,88.1451,44.9363,26.0808,0.32
E8,A10,21.7588,88.1451,69.8863,-27.0051,0.6
E9,A10,21.7588,88.1451,66.0731,-40.7161,0.91
E10,A10,21.7588,88.1451,69.7711,22.6141,0.14
E11,A10,21.7588,88.1451,64.3111,-17.1125,0.42
M1,A10,21.7588,88.1451,29.9007,25.0417,0.67
M2,A10,21.7588,88.1451,20.0666,35.6046,0.17
M3,A10,21.7588,88.1451,17.4034,45.7999,0.08
M4,A10,21.7588,88.1451,-2.0396,38.0496,0.44
M5,A10,21.7588,88.1451,-21.8787,33.8308,0.95
M6,A10,21.7588,88.1451,-32.6365,23.2839,0.83
M7,A10,21.7588,88.1451,2.0002,13.0886,0.72
M8,A10,21.7588,88.1451,10.2101,-7.1261,0.42
M9,A10,21.7588,88.1451,21.0261,-8.708,0.51
M10,A10,21.7588,88.1451,30.8108,-4.4894,0.24
M11,A10,21.7588,88.1451,-10.6827,14.1675,0.83
M12,A10,21.7588,88.1451,-11.5451,40.3679,0.24
M13,A10,21.7588,88.1451,9.7734,49.8601,0.87
K1,A10,21.7588,88.1451,23.8158,53.8859,0.98
K2,A10,21.7588,88.1451,-19.8441,46.3005,0.21
K3,A10,21.7588,88.1451,26.7254,36.3249,1
K4,A10,21.7588,88.1451,25.4625,63.0436,0.62
K5,A10,21.7588,88.1451,30.4292,48.9811,0
